A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,Monto,Fraude
0,4,640,0,0,0,0,0,0,AR,0.82,2,2,2,0,1,0.00,0.00,58.17,159.03,1
0,16,9661,8,0,0,0,8,0,AR,,1,1,2,0,1,0.00,0.00,99.51,23.70,1
0,12,6716,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,23.67,97.01,0
0,15,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,13.27,51.26,0
0,4,332,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,83.48,28.63,0
0,4,305,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,43.51,309.32,0
0,13,265,0,0,0,0,0,0,AR,0.50,0,1,1,0,1,0.00,0.00,46.43,42.36,0
0,1,444,0,2,0.111,0,0,0,AR,,0,4,1,0,2,0.00,0.00,1.17,14.84,0
0,10,,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,4.83,77.55,0
0,6,3204,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,36.31,20.09,1
0,11,3700,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,34.34,34.40,0
0,15,7735,0,0,0,0,0,0,AR,,1,5,5,0,2,0.00,0.00,98.76,26.45,1
0,3,2140,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,4.51,194.34,0
0,11,70730,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,25.92,40.25,0
0,6,5954,0,0,0,0,0,0,AR,0.59,0,2,1,0,2,0.00,0.00,93.78,20.62,0
0,8,47821,0,0,0,0,0,0,AR,0.63,0,1,1,0,2,0.00,0.00,88.74,19.50,0
0,15,2988,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,21.72,29.10,0
0,1,225384,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,5.96,6.41,0
0,7,3630,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,8.07,29.16,0
0,7,31216,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,15.78,15.85,0
0,1,3676,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,8.43,100.67,0
0,2,430,0,0,0,0,0,0,AR,0.74,0,1,1,0,1,0.00,0.00,10.71,272.10,0
0,8,,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,53.33,168.36,0
0,10,,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,0.90,22.64,0
0,3,408,0,0,0,0,0,0,AR,0.93,0,1,1,0,1,0.00,0.00,7.22,22.80,0
0,9,16136,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,88.03,32.79,0
0,11,28537,0,0,0,0,0,0,AR,0.57,0,3,1,0,2,0.00,0.00,37.22,29.10,0
0,5,4428,0,0,0,0,0,0,AR,0.73,0,1,1,0,1,0.00,0.00,7.21,74.16,0
0,4,34929,0,0,0,0,0,0,AR,0.76,1,1,1,0,1,0.00,0.00,98.02,190.79,0
0,1,82,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,1.98,27.83,0
0,1,448941,0,0,0,0,0,0,AR,,0,3,1,0,4,0.00,0.00,2.22,28.31,0
1,7,65355,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,83.51,192.38,0
0,5,16082,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,15.67,6.10,0
0,9,354132,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,10.72,408.13,0
0,4,397,0,0,0,0,0,0,AR,0.80,0,6,1,0,2,0.00,0.00,36.56,369.63,0
0,8,,4,5,0.07,0,0,1,AR,,0,1,1,0,2,0.00,0.00,0.78,15.85,0
0,13,,4,5,0.07,0,0,1,AR,,0,1,1,0,2,0.00,0.00,0.87,94.35,0
0,6,7738,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,1.97,29.47,0
2,10,33090,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,1.62,190.73,0
1,5,102791,0,0,0,0,0,0,AR,0.92,0,1,1,0,2,0.00,0.00,49.53,543.77,0
0,14,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,32.45,197.62,0
0,8,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,17.48,96.74,0
8,3,3972,0,0,0,0,0,0,AR,,0,3,1,0,2,0.00,0.00,19.62,116.57,0
0,7,51704,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,10.32,12.67,0
0,3,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,0.22,69.66,0
0,4,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,0.24,226.20,0
0,17,1007,0,8,0.004,0,0,8,AR,,0,1,1,0,3,0.00,0.00,87.86,63.56,0
1,2,40784,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,24.53,575.16,0
0,4,112,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,17.70,28.22,0
0,8,0,0,0,0,0,0,0,AR,0.84,0,2,1,0,3,0.00,0.00,12.81,138.42,1
0,1,33279,0,0,0,0,0,0,AR,,0,3,1,0,4,0.00,0.00,1.12,16.96,0
0,4,4746,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,10.34,63.56,0
0,1,3810,0,0,0,0,0,0,AR,,0,3,1,0,4,0.00,0.00,2.50,31.65,0
0,15,3,0,0,0,0,0,0,AR,,0,5,1,0,1,0.00,0.00,98.18,90.07,1
0,6,,0,3,0.023,0,0,0,AR,,0,1,1,0,1,0.00,0.00,6.51,304.65,0
0,6,91,0,0,0,0,0,0,AR,0.71,0,3,1,0,4,0.00,0.00,12.43,28.04,0
0,10,7664,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,31.69,71.51,0
0,3,,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,0.28,39.23,0
0,9,,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,0.45,106.60,0
1,3,33083,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,8.62,190.73,1
0,14,2241,0,0,0,0,0,0,AR,0.49,1,1,1,0,1,34.46,0.00,15.86,39.71,0
0,10,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,5.02,20.46,0
0,17,5896,0,0,0,0,0,0,AR,0.55,1,1,1,0,1,0.00,0.00,38.35,66.79,1
0,14,71472,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,38.20,31.75,0
0,7,,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,4.47,53.86,0
0,8,,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,6.60,210.77,0
0,16,1880,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,28.17,111.27,0
0,17,1883,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,28.12,111.27,0
0,9,101391,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,2.08,127.99,0
0,8,401,0,1,0.062,0,0,0,AR,,0,2,1,0,3,0.00,0.00,9.08,126.91,0
0,19,980,0,0,0,0,0,0,AR,,1,1,1,0,1,31.75,0.00,87.08,63.61,0
0,9,,0,0,0,0,0,0,AR,0.68,0,1,1,0,2,0.00,0.00,3.77,70.19,0
1,19,261,0,0,0,0,0,0,AR,,1,1,1,0,1,31.75,0.00,85.67,153.68,0
0,15,5814,0,0,0,0,0,0,AR,0.47,1,1,1,0,1,0.00,0.00,32.95,31.78,0
0,5,1000,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,27.48,914.38,0
0,17,,0,0,0,0,0,0,AR,0.86,2,2,2,0,4,0.00,0.00,3.78,63.51,0
0,16,5671,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,35.45,31.75,1
1,1,33071,0,1,0.083,0,0,1,AR,0.78,0,1,1,0,2,0.00,0.00,15.46,190.73,0
0,12,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,11.56,36.26,0
0,4,8125,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,16.56,39.94,0
0,4,11697,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,39.30,52.96,0
0,5,622,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,16.03,79.52,1
5,1,26732,0,0,0,0,0,0,AR,0.95,0,3,1,0,3,0.00,0.00,3.78,216.81,0
1,11,1836,0,0,0,0,0,0,AR,0.51,1,1,1,0,1,0.00,559.21,57.32,36.84,1
0,3,,0,2,0.018,0,0,0,AR,,0,1,1,0,1,0.00,0.00,0.33,80.70,0
0,4,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,7.39,144.67,0
0,18,74220,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,42.61,9.91,0
2,15,830,0,0,0,0,0,0,AR,,0,2,1,0,4,0.00,0.00,21.15,199.23,0
0,8,4880,0,0,0,0,0,0,AR,0.60,0,1,1,0,1,0.00,0.00,28.87,10.55,0
1,3,16865,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,23.66,259.70,0
0,7,447899,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,48.56,132.47,0
0,7,5424,0,0,0,0,0,0,AR,0.64,0,1,1,0,3,0.00,0.00,17.98,59.83,0
1,11,12135,0,0,0,0,0,0,AR,0.53,1,1,1,0,1,36.84,559.21,65.33,31.28,1
0,14,839,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,13.05,100.67,0
0,17,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,27.53,134.12,0
0,13,671,0,0,0,0,0,0,AR,0.66,0,1,1,0,1,0.00,0.00,73.99,54.23,0
3,7,8,1,1,0,0,0,0,AR,0.67,1,2,1,0,2,0.00,0.00,18.04,137.30,0
0,3,6621,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,49.56,30.90,0
0,8,2258,0,0,0,0,0,0,AR,0.69,0,1,1,0,1,0.00,0.00,8.64,158.50,0
0,6,4115,0,0,0,0,0,0,AR,0.62,1,1,1,0,1,0.00,33.61,12.23,33.61,0
0,11,184436,0,0,0,0,0,0,AR,0.63,0,2,1,0,3,0.00,0.00,89.30,90.92,0
1,12,826,0,0,0,0,0,0,AR,0.51,1,1,1,0,1,68.12,559.21,60.85,24.17,1
0,15,1655,0,0,0,0,0,0,AR,0.56,0,2,1,0,3,0.00,0.00,86.46,258.39,0
1,14,42567,0,0,0,0,0,0,AR,0.48,1,1,1,0,1,92.29,559.21,66.16,33.03,1
0,9,31800,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,2.70,31.75,0
0,7,23177,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,21.23,35.20,0
0,7,12187,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,1.45,10.02,0
0,1,,0,1,0,0,0,0,AR,0.85,0,3,1,0,4,0.00,0.00,1.55,92.50,0
0,14,3286,0,3,0.004,0,0,3,AR,,0,2,1,0,1,0.00,0.00,83.12,15.32,0
4,7,,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,54.75,252.65,0
0,15,141,0,0,0,0,0,0,AR,,2,1,1,0,1,0.00,0.00,44.67,92.72,0
0,7,365,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,42.71,34.25,0
0,1,6028,0,0,0,0,0,0,AR,,1,3,2,0,4,0.00,0.00,1.22,27.57,0
0,7,37322,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,9.25,37.05,0
0,2,767,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,18.43,44.75,0
0,4,18962,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,91.21,25.92,0
0,8,106,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,28.79,37.05,0
0,3,177,0,6,0.007,0,0,6,AR,,1,1,1,0,1,0.00,0.00,96.13,106.02,0
0,1,4470,10,5,0,0,5,0,AR,,0,1,1,0,1,0.00,0.00,35.86,361.32,0
0,6,27903,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,24.58,196.09,0
0,7,2326,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,17.58,535.41,0
0,1,327344,0,0,0,0,0,0,AR,0.95,0,2,1,0,3,0.00,0.00,1.57,158.98,0
1,1,18562,0,0,0,0,0,0,AR,0.94,0,1,1,0,1,0.00,0.00,6.99,584.12,0
0,6,9827,0,0,0,0,0,0,AR,0.73,0,1,1,0,1,0.00,0.00,10.97,135.12,0
0,2,4230,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,46.39,204.04,0
0,4,67,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,17.39,318.06,0
1,6,40680,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,44.87,360.42,0
0,3,15730,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,85.71,31.54,0
0,11,64265,0,0,0,0,0,0,AR,0.46,0,1,1,0,1,0.00,0.00,86.94,16.91,1
1,15,78462,0,0,0,0,0,0,AR,0.52,2,2,2,0,3,0.00,0.00,18.87,79.46,0
0,11,23653,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,20.63,46.63,0
0,3,2301,0,1,0.019,0,0,0,AR,0.92,0,1,1,0,1,0.00,0.00,5.43,169.53,0
0,5,12,0,0,0,0,0,0,AR,0.70,0,1,1,0,1,0.00,0.00,38.51,238.55,0
3,5,,0,0,0,0,0,0,AR,0.65,0,2,1,0,4,0.00,0.00,23.31,497.08,1
1,2,65189,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,13.45,227.84,0
0,14,455,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,24.00,32.53,0
4,18,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,57.38,169.55,0
0,13,41473,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,26.28,26.45,0
0,8,,0,1,0.2,0,0,0,AR,,0,2,1,0,1,0.00,0.00,22.04,258.40,0
0,18,539,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,95.41,153.68,0
0,5,2512,0,1,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,11.95,379.03,0
0,7,74233,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,84.56,17.87,0
0,1,1643,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,1.08,18.50,0
0,12,41476,0,1,0.004,0,0,1,AR,,0,1,1,0,1,0.00,0.00,27.03,26.45,0
0,5,2684,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,9.65,32.81,0
0,11,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,7.05,79.64,0
0,8,0,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,36.98,274.34,0
0,5,59971,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,23.46,132.79,0
1,8,580,0,0,0,0,0,0,AR,,1,3,1,0,1,0.00,0.00,7.32,174.88,0
0,7,14340,1,1,0,0.021,1,1,AR,,0,1,1,0,1,0.00,0.00,14.11,216.28,0
0,5,250,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,29.52,52.96,0
0,2,307,1,3,0.044,0.25,0,0,AR,,1,1,1,0,1,0.00,0.00,7.55,116.36,0
0,1,158,0,0,0,0,0,0,AR,0.96,2,3,3,0,2,100.72,0.00,3.32,50.36,0
0,5,59971,0,0,0,0,0,0,AR,0.72,0,2,1,0,1,0.00,0.00,63.45,132.79,0
0,15,18018,0,0,0,0,0,0,AR,0.47,0,3,1,0,4,0.00,0.00,96.70,63.56,0
0,8,1058,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,9.70,24.39,0
0,6,,0,0,0,0,0,0,AR,0.68,0,1,1,0,1,0.00,0.00,16.78,70.39,0
0,4,4390,1,1,0,0,0,0,AR,0.59,0,2,1,0,4,0.00,0.00,32.55,164.01,0
0,9,7731,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,33.17,56.11,0
1,12,107507,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,92.24,199.80,0
0,-1,,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,22.50,31.91,0
1,6,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,29.46,269.13,0
1,1,65191,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,2.94,227.84,0
0,2,2368,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,10.13,74.22,0
0,6,8,0,0,0,0,0,0,AR,,0,2,1,0,5,0.00,0.00,20.20,159.56,0
0,3,,0,0,0,0,0,0,AR,0.84,0,1,1,0,2,0.00,0.00,2.64,56.62,0
1,1,33,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,7.91,105.97,0
0,4,,0,0,0,0,0,0,AR,,0,3,1,1,3,0.00,0.00,1.89,75.70,0
1,1,102434,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,23.50,227.36,0
0,-1,,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,18.92,61.39,0
1,10,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,3.04,201.97,0
0,6,1356,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,7.57,30.14,0
0,2,1856,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,48.39,312.76,0
0,12,71,0,0,0,0,0,0,AR,0.52,0,1,1,0,1,0.00,0.00,39.25,24.39,0
0,3,8034,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,83.95,28.04,0
0,9,139,0,0,0,0,0,0,AR,0.42,0,1,1,0,1,0.00,0.00,94.12,12.19,1
1,6,33066,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,5.33,190.28,0
0,4,13417,0,4,0.002,0,0,4,AR,,0,2,1,0,3,0.00,0.00,98.27,114.29,0
0,10,80065,1,0,0,0,0,0,AR,,1,2,1,0,2,0.00,0.00,39.50,16.38,0
0,5,,0,0,0,0,0,0,AR,0.87,0,2,1,0,2,0.00,0.00,1.83,74.71,0
0,12,10816,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,16.43,75.81,0
0,11,28546,0,0,0,0,0,0,AR,0.62,0,3,1,0,1,0.00,0.00,83.75,113.71,0
0,1,121748,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,7.11,190.79,0
0,1,26702,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,20.85,125.06,0
0,8,2807,0,0,0,0,0,0,AR,0.62,0,2,1,0,2,0.00,0.00,60.50,100.56,0
0,8,,0,0,0,0,0,0,AR,0.69,1,1,1,0,1,0.00,0.00,8.30,163.27,0
0,18,,1,2,0.037,0,0,0,AR,,0,1,1,0,2,0.00,0.00,12.15,346.00,0
0,12,107511,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,37.29,70.79,0
0,1,1241,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,39.43,180.13,0
1,10,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,22.37,289.60,0
1,9,37416,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,16.47,202.98,0
0,1,14974,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,8.98,517.70,0
0,9,,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,19.20,30.27,0
0,8,18953,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,8.75,126.70,0
0,8,1425,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,27.64,10.26,0
0,6,565,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,21.09,100.67,0
0,5,34447,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,82.63,63.41,0
0,6,2168,5,0,0,0.182,0,0,AR,,0,2,1,0,1,0.00,0.00,11.21,89.06,0
0,5,19236,0,0,0,0,0,0,AR,0.70,0,1,1,0,2,0.00,0.00,18.97,79.94,0
0,16,17,0,0,0,0,0,0,AR,0.44,1,4,1,0,1,0.00,0.00,86.28,64.21,0
0,4,22043,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,22.88,124.47,0
0,12,7720,0,0,0,0,0,0,AR,0.54,0,4,1,0,1,0.00,0.00,36.07,24.07,0
0,5,362159,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,27.78,52.96,0
1,5,40651,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,24.69,239.13,0
0,9,1521,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,11.33,103.37,0
1,9,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,32.35,580.68,0
0,5,8658,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,27.78,330.71,0
1,5,,1,0,0,0.111,0,0,AR,,0,1,1,0,1,0.00,0.00,8.37,216.18,0
0,11,701,0,0,0,0,0,0,AR,,1,3,3,0,1,0.00,0.00,3.85,302.11,0
0,1,15645,0,0,0,0,0,0,AR,0.98,0,2,1,0,2,0.00,0.00,5.65,339.06,0
0,1,11714,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,0.55,18.50,0
0,1,3518,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,11.14,180.08,0
0,1,,0,0,0,0,0,0,AR,,0,2,1,0,4,0.00,0.00,0.40,43.52,0
0,8,,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,21.73,105.92,0
0,8,2529,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,18.24,63.08,0
0,9,1216,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,10.79,119.22,0
0,13,,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,12.02,142.17,0
0,7,554,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,10.70,52.48,0
0,2,3055,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,20.86,10.55,0
0,7,,0,2,0,0,0,2,AR,0.66,0,1,1,0,2,0.00,0.00,5.85,787.47,0
1,14,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,36.76,937.54,0
0,1,80,0,1,0,0,0,0,AR,0.85,1,1,1,0,2,144.45,194.81,8.03,14.84,0
0,5,6129,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,7.03,112.38,0
0,6,29,0,0,0,0,0,0,AR,0.85,3,5,3,0,4,0.00,0.00,48.42,106.02,0
1,1,2714,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,11.70,310.06,0
0,-1,,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,0.22,27.04,0
0,3,531,0,0,0,0,0,0,AR,0.74,1,1,1,0,1,52.96,0.00,53.58,50.31,0
3,4,16855,0,0,0,0,0,0,AR,0.53,0,3,1,0,4,0.00,0.00,50.30,265.00,0
0,5,1545,0,0,0,0,0,0,AR,0.67,2,2,2,0,2,328.40,0.00,18.01,20.67,0
0,8,23865,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,9.97,7.58,0
0,10,124526,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,21.30,158.98,0
1,3,107535,0,0,0,0,0,0,AR,0.82,1,1,1,0,2,0.00,0.00,14.15,174.88,0
0,12,,2,0,0,0.011,2,0,AR,,0,1,1,0,2,0.00,0.00,5.80,54.44,0
0,11,447532,0,0,0,0,0,0,AR,0.53,0,1,1,0,1,0.00,0.00,18.26,10.87,0
0,8,327648,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,18.33,52.96,0
0,4,293,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,4.97,29.16,0
0,18,5246,0,1,0.012,0,0,1,AR,,1,1,1,0,1,0.00,0.00,91.64,18.29,0
0,2,4134,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,10.62,574.37,0
0,12,84,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,32.68,"1,113.80",0
0,1,,0,1,0.025,0,0,0,AR,0.95,0,1,1,0,2,0.00,0.00,0.52,15.64,0
4,7,1922,0,1,0,0,0,0,AR,0.79,0,1,1,0,2,0.00,0.00,87.20,296.75,0
0,12,101091,0,0,0,0,0,0,AR,0.55,1,2,1,0,2,0.00,0.00,29.76,29.10,0
0,12,,0,1,0.025,0,0,0,AR,0.84,0,1,1,0,2,0.00,0.00,0.53,34.20,0
1,4,26,0,14,0.001,0,0,7,AR,,1,1,1,0,4,0.00,0.00,5.81,166.98,0
0,6,,0,0,0,0,0,0,AR,0.63,0,3,1,0,4,0.00,0.00,11.03,76.92,0
0,12,10787,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,11.36,57.52,0
0,7,461,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,36.38,29.16,0
0,5,,21,3,0,0,0,0,AR,,0,5,1,0,1,0.00,0.00,46.15,729.64,0
0,7,47,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,50.03,29.16,0
0,3,5765,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,31.44,39.71,0
0,6,296,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,11.73,50.36,0
0,1,79620,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,14.95,158.98,0
2,6,37527,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,11.06,202.98,0
0,7,353634,1,0,0,0,0,0,AR,0.61,2,2,1,0,2,0.00,0.00,33.63,138.30,0
0,4,1140,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,11.57,29.74,0
0,8,88993,0,1,0.002,0,0,1,AR,,0,1,1,0,1,0.00,0.00,91.62,39.65,0
0,8,1449,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,19.30,50.36,0
0,3,14503,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,47.73,593.13,0
0,7,,2,1,0,0,0,1,AR,0.67,0,1,1,0,3,0.00,0.00,3.66,12.09,0
0,7,,0,1,0.001,0,0,0,AR,,1,1,1,0,3,0.00,0.00,1.33,20.99,0
0,7,667,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,23.30,41.83,0
0,6,101099,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,36.05,346.11,0
0,1,,0,0,0,0,0,0,AR,,2,2,1,0,3,0.00,0.00,0.41,21.42,0
0,7,,2,1,0,0,0,1,AR,0.67,0,1,1,0,3,0.00,0.00,4.44,19.08,0
0,1,64232,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,6.94,14.68,0
0,5,15357,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,20.86,18.98,0
0,12,,2,1,0,0,0,1,AR,0.57,0,1,1,0,3,0.00,0.00,4.03,15.48,0
0,14,353997,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,15.33,54.55,0
0,5,27,0,0,0,0,0,0,AR,,2,2,2,0,2,0.00,0.00,29.02,249.10,0
0,14,224,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,29.85,42.41,0
0,1,,3,4,0.015,0.25,0,0,AR,,0,1,1,0,5,0.00,0.00,2.34,94.25,0
